Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.7,1.714,1.839,2.014,2.197,2.45,3.03,3.612,4.198,4.777,5.348,5.913,6.511,7.102,7.706,8.312,8.917,9.577,10.264,10.929,11.598,12.278,12.959,13.643,14.331,15.021,15.715,16.412,17.112,17.815,18.522,18.702,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
AMBERTON ROAD,1.554,1.564,1.669,1.817,1.971,2.184,2.674,3.165,3.658,4.146,4.627,5.103,5.607,6.105,6.614,7.124,7.634,8.19,8.768,9.329,9.892,10.465,11.039,11.615,12.194,12.776,13.36,13.947,14.537,15.13,15.725,15.877,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
ANNFIELD 66/20KV,1.676,1.688,1.815,1.994,2.181,2.44,3.031,3.626,4.225,4.816,5.4,5.977,6.588,7.192,7.809,8.429,9.046,9.721,10.423,11.103,11.786,12.481,13.177,13.876,14.578,15.284,15.993,16.705,17.42,18.139,18.861,19.045,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
ASHINGTON,2.197,2.214,2.405,2.674,2.954,3.342,4.225,5.117,6.015,6.902,7.778,8.644,9.561,10.467,11.393,12.322,13.249,14.261,15.314,16.334,17.36,18.403,19.446,20.495,21.549,22.607,23.671,24.739,25.813,26.891,27.974,28.251,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
AYCLIFFE INDUSTRIAL,0.805,0.81,0.863,0.937,1.014,1.122,1.369,1.615,1.864,2.109,2.351,2.59,2.843,3.094,3.35,3.606,3.863,4.142,4.433,4.715,4.998,5.287,5.575,5.865,6.156,6.449,6.742,7.038,7.334,7.632,7.932,8.008,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BARDEN FRIAR,0.05,0.05,0.056,0.063,0.071,0.082,0.107,0.133,0.158,0.184,0.209,0.233,0.259,0.285,0.312,0.338,0.364,0.393,0.423,0.452,0.482,0.511,0.541,0.571,0.601,0.631,0.662,0.692,0.723,0.753,0.784,0.792,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BEDALE,1.313,1.321,1.407,1.53,1.657,1.833,2.239,2.645,3.053,3.456,3.853,4.247,4.663,5.075,5.496,5.917,6.339,6.798,7.277,7.74,8.206,8.679,9.153,9.63,10.108,10.589,11.072,11.558,12.045,12.535,13.027,13.153,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BELMONT,1.274,1.283,1.374,1.502,1.635,1.82,2.244,2.669,3.097,3.52,3.937,4.35,4.787,5.218,5.66,6.102,6.544,7.026,7.527,8.013,8.502,8.999,9.496,9.996,10.498,11.002,11.509,12.018,12.529,13.043,13.559,13.691,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BENSHAM,0.321,0.327,0.396,0.494,0.595,0.736,1.048,1.371,1.697,2.019,2.336,2.65,2.982,3.311,3.647,3.983,4.319,4.686,5.068,5.438,5.809,6.187,6.566,6.946,7.328,7.711,8.097,8.484,8.873,9.264,9.657,9.757,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BENTON SQUARE,1.482,1.49,1.586,1.72,1.86,2.054,2.501,2.947,3.396,3.839,4.277,4.71,5.168,5.62,6.083,6.548,7.011,7.516,8.043,8.552,9.065,9.586,10.108,10.632,11.158,11.687,12.219,12.753,13.289,13.828,14.369,14.507,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BENWELL,0.928,0.937,1.027,1.154,1.286,1.469,1.883,2.304,2.728,3.146,3.559,3.968,4.4,4.827,5.264,5.703,6.14,6.617,7.114,7.595,8.078,8.57,9.063,9.557,10.054,10.554,11.055,11.559,12.066,12.574,13.085,13.215,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BILLINGHAM MARSH HOUSE,2.176,2.186,2.294,2.446,2.605,2.824,3.339,3.844,4.352,4.854,5.35,5.84,6.359,6.872,7.396,7.922,8.447,9.02,9.616,10.193,10.773,11.364,11.954,12.548,13.144,13.744,14.346,14.95,15.558,16.168,16.781,16.938,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BILLY MILL,1.408,1.416,1.5,1.618,1.741,1.911,2.306,2.698,3.092,3.482,3.866,4.246,4.649,5.046,5.453,5.861,6.268,6.712,7.174,7.622,8.072,8.53,8.988,9.449,9.911,10.376,10.843,11.312,11.783,12.257,12.732,12.854,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BIRTLEY GROVE 66/11KV,0.965,0.971,1.034,1.124,1.217,1.347,1.644,1.941,2.241,2.536,2.828,3.116,3.421,3.723,4.032,4.341,4.65,4.987,5.337,5.677,6.019,6.366,6.714,7.063,7.414,7.766,8.12,8.476,8.834,9.193,9.554,9.646,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BIRTLEY GROVE 66/20KV,0.363,0.367,0.404,0.456,0.511,0.587,0.758,0.932,1.107,1.28,1.451,1.62,1.799,1.975,2.156,2.337,2.518,2.715,2.921,3.12,3.32,3.523,3.727,3.931,4.137,4.343,4.551,4.759,4.968,5.179,5.39,5.444,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BLAYDON BURN,0.633,0.641,0.722,0.837,0.956,1.121,1.492,1.872,2.255,2.633,3.006,3.375,3.765,4.151,4.546,4.941,5.336,5.767,6.216,6.65,7.087,7.531,7.976,8.423,8.872,9.322,9.775,10.231,10.688,11.147,11.609,11.726,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BLUCHER 33/11KV,1.057,1.065,1.154,1.28,1.411,1.592,2.005,2.422,2.841,3.255,3.665,4.069,4.497,4.92,5.353,5.787,6.22,6.692,7.184,7.661,8.14,8.627,9.114,9.604,10.096,10.591,11.087,11.586,12.088,12.592,13.098,13.227,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BOLDON DOWNHILL,1.724,1.731,1.801,1.9,2.003,2.146,2.485,2.814,3.144,3.471,3.793,4.112,4.449,4.782,5.123,5.465,5.806,6.179,6.566,6.942,7.319,7.703,8.087,8.473,8.86,9.25,9.641,10.035,10.43,10.826,11.225,11.327,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,0.448,0.45,0.478,0.517,0.558,0.615,0.746,0.876,1.007,1.137,1.265,1.391,1.525,1.657,1.793,1.928,2.064,2.212,2.365,2.514,2.664,2.816,2.969,3.122,3.276,3.43,3.586,3.742,3.899,4.056,4.214,4.255,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BOWESFIELD 33/11KV,0.496,0.502,0.57,0.665,0.764,0.901,1.209,1.524,1.842,2.156,2.465,2.772,3.096,3.416,3.744,4.072,4.4,4.758,5.13,5.491,5.853,6.222,6.591,6.962,7.335,7.709,8.085,8.463,8.842,9.224,9.607,9.705,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BOWESFIELD 66/11KV,0.735,0.74,0.79,0.86,0.934,1.035,1.269,1.503,1.738,1.971,2.2,2.427,2.667,2.905,3.147,3.391,3.634,3.899,4.175,4.442,4.711,4.984,5.257,5.532,5.808,6.085,6.364,6.644,6.925,7.208,7.492,7.564,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BRANCEPETH,2.232,2.245,2.39,2.593,2.805,3.098,3.775,4.449,5.128,5.799,6.461,7.116,7.809,8.494,9.195,9.897,10.598,11.363,12.159,12.93,13.705,14.494,15.283,16.076,16.872,17.673,18.477,19.285,20.096,20.912,21.731,21.94,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BREAMISH STREET,0.098,0.102,0.136,0.185,0.236,0.307,0.462,0.624,0.788,0.949,1.108,1.265,1.432,1.597,1.765,1.934,2.102,2.286,2.478,2.663,2.85,3.039,3.229,3.419,3.611,3.803,3.997,4.191,4.386,4.582,4.779,4.829,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
BRENDA TRADING,1.72,1.731,1.854,2.028,2.209,2.459,3.033,3.609,4.189,4.761,5.326,5.885,6.477,7.061,7.659,8.258,8.856,9.509,10.189,10.847,11.508,12.181,12.855,13.531,14.211,14.894,15.58,16.27,16.962,17.658,18.357,18.536,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
CAMPLESHON ROAD,1.459,1.468,1.56,1.689,1.824,2.011,2.442,2.872,3.305,3.732,4.153,4.57,5.012,5.448,5.894,6.341,6.787,7.275,7.782,8.273,8.766,9.269,9.771,10.276,10.783,11.293,11.805,12.319,12.836,13.355,13.877,14.01,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
CARLEY HILL,1.175,1.184,1.29,1.439,1.594,1.808,2.296,2.79,3.286,3.777,4.262,4.741,5.248,5.749,6.262,6.776,7.288,7.848,8.431,8.995,9.562,10.139,10.716,11.297,11.879,12.465,13.053,13.645,14.238,14.835,15.434,15.587,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
CARLIN HOW T3 T4,1.586,1.597,1.711,1.873,2.041,2.274,2.808,3.344,3.883,4.416,4.942,5.462,6.012,6.556,7.112,7.67,8.226,8.834,9.466,10.078,10.694,11.32,11.946,12.576,13.208,13.844,14.482,15.124,15.768,16.416,17.066,17.232,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
CARR HILL,1.403,1.415,1.543,1.724,1.912,2.172,2.763,3.362,3.964,4.56,5.147,5.728,6.344,6.951,7.573,8.196,8.818,9.497,10.204,10.888,11.576,12.276,12.976,13.68,14.387,15.097,15.811,16.528,17.248,17.972,18.699,18.884,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
CATTERICK CAMP,1.301,1.314,1.455,1.653,1.86,2.147,2.793,3.453,4.116,4.771,5.418,6.058,6.735,7.404,8.088,8.775,9.459,10.207,10.985,11.738,12.495,13.266,14.037,14.811,15.589,16.371,17.157,17.946,18.739,19.536,20.336,20.54,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
CLOSE,0.116,0.119,0.146,0.185,0.225,0.281,0.405,0.534,0.663,0.791,0.918,1.042,1.175,1.305,1.439,1.573,1.706,1.852,2.004,2.151,2.299,2.449,2.6,2.751,2.903,3.056,3.209,3.363,3.518,3.673,3.829,3.869,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
CONEYTHORPE,0.963,0.969,1.035,1.128,1.225,1.359,1.668,1.977,2.288,2.595,2.898,3.198,3.515,3.829,4.15,4.471,4.792,5.142,5.507,5.86,6.215,6.576,6.937,7.3,7.665,8.031,8.4,8.769,9.141,9.514,9.889,9.985,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
CONSETT,1.996,2.01,2.157,2.364,2.579,2.878,3.563,4.25,4.941,5.624,6.299,6.965,7.671,8.368,9.082,9.797,10.51,11.289,12.1,12.885,13.675,14.478,15.281,16.089,16.9,17.715,18.534,19.356,20.183,21.013,21.847,22.06,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
CORPORATION STREET,0.079,0.081,0.108,0.145,0.184,0.238,0.357,0.482,0.607,0.73,0.853,0.973,1.101,1.227,1.356,1.486,1.615,1.756,1.903,2.045,2.188,2.333,2.478,2.624,2.771,2.919,3.067,3.216,3.365,3.516,3.667,3.705,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
COWTON,0.243,0.244,0.255,0.272,0.289,0.313,0.368,0.423,0.478,0.532,0.585,0.638,0.694,0.749,0.806,0.863,0.919,0.981,1.045,1.107,1.17,1.234,1.297,1.361,1.426,1.49,1.555,1.62,1.686,1.752,1.818,1.835,NPgN,Primary,NPg Planning Scenario,Total installed PV capacity - domestic (MW)
