Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.8,1.815,1.942,2.118,2.321,2.597,3.199,3.804,4.411,5.016,5.619,6.218,6.86,7.499,8.147,8.798,9.449,10.133,10.833,11.522,12.215,12.927,13.641,14.358,15.078,15.801,16.528,17.258,17.991,18.727,19.467,19.68,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
AMBERTON ROAD,1.694,1.702,1.811,1.962,2.167,2.438,2.986,3.534,4.084,4.639,5.199,5.765,6.381,7.002,7.624,8.248,8.877,9.494,10.107,10.73,11.355,12.009,12.667,13.327,13.991,14.657,15.326,15.997,16.672,17.349,18.029,18.266,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
ANNFIELD 66/20KV,12.681,12.492,12.623,12.805,13.034,13.34,13.978,14.621,15.267,15.916,16.566,17.219,17.924,18.631,19.343,20.058,20.777,21.505,22.239,22.974,23.712,24.478,25.248,26.021,26.797,27.577,28.361,29.149,29.939,30.734,31.532,31.793,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
ASHINGTON,5.792,5.811,6.008,6.282,6.612,7.056,7.995,8.95,9.912,10.875,11.838,12.803,13.841,14.88,15.931,16.987,18.046,19.137,20.245,21.348,22.456,23.602,24.753,25.91,27.074,28.243,29.419,30.601,31.79,32.984,34.185,34.58,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0.912,0.917,0.971,1.047,1.14,1.264,1.528,1.792,2.058,2.324,2.59,2.857,3.145,3.433,3.724,4.015,4.308,4.608,4.911,5.213,5.516,5.831,6.146,6.463,6.782,7.102,7.424,7.747,8.071,8.397,8.725,8.829,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BARDEN FRIAR,0.059,0.06,0.066,0.074,0.089,0.107,0.139,0.171,0.204,0.238,0.273,0.309,0.349,0.391,0.431,0.472,0.514,0.55,0.585,0.623,0.66,0.701,0.742,0.783,0.824,0.865,0.907,0.949,0.991,1.033,1.075,1.095,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BEDALE,2.717,2.727,2.818,2.944,3.122,3.354,3.817,4.281,4.746,5.219,5.697,6.182,6.712,7.249,7.784,8.322,8.865,9.39,9.908,10.438,10.971,11.531,12.095,12.662,13.231,13.802,14.377,14.954,15.534,16.116,16.701,16.92,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BELMONT,1.356,1.366,1.46,1.591,1.764,1.993,2.461,2.931,3.404,3.88,4.359,4.842,5.367,5.895,6.425,6.957,7.492,8.024,8.555,9.091,9.63,10.193,10.758,11.326,11.897,12.47,13.045,13.624,14.204,14.788,15.374,15.575,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BENSHAM,0.374,0.381,0.451,0.55,0.671,0.834,1.168,1.513,1.86,2.207,2.555,2.903,3.277,3.653,4.031,4.411,4.792,5.182,5.577,5.97,6.366,6.774,7.185,7.597,8.011,8.427,8.844,9.264,9.685,10.108,10.533,10.665,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BENTON SQUARE,1.654,1.663,1.76,1.896,2.055,2.271,2.74,3.208,3.678,4.147,4.614,5.081,5.581,6.081,6.586,7.093,7.601,8.13,8.669,9.203,9.738,10.29,10.844,11.4,11.958,12.519,13.082,13.648,14.217,14.787,15.361,15.531,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
