Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,17.3,17.006,16.767,16.686,16.932,17.142,17.388,17.719,19.02,19.747,20.828,21.612,22.837,23.943,25.736,27.258,28.513,29.924,31.097,32.278,33.576,34.445,35.223,35.635,36.007,36.396,37.428,38.142,38.457,38.623,39.424,39.567,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
AMBERTON ROAD,23.151,22.901,22.582,22.422,22.561,22.684,22.847,23.115,23.951,24.515,25.273,25.912,26.921,27.955,29.494,30.852,32.035,33.306,34.402,35.512,36.691,37.574,38.387,38.916,39.429,39.931,40.875,41.616,42.038,42.315,43.017,43.245,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
ANNFIELD 66/20KV,20.755,20.523,20.233,20.111,20.262,20.426,20.628,20.916,21.89,22.509,23.432,24.145,25.229,26.332,28.005,29.51,30.773,32.163,33.326,34.515,35.786,36.666,37.488,37.934,38.353,38.802,39.743,40.441,40.772,40.968,41.68,41.862,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
ASHINGTON,18.553,18.356,18.132,18.069,18.286,18.486,18.731,19.073,20.12,20.806,21.782,22.562,23.695,24.849,26.553,28.093,29.406,30.831,32.04,33.255,34.547,35.453,36.277,36.729,37.154,37.595,38.525,39.219,39.561,39.78,40.504,40.711,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
AYCLIFFE FORREST,0.421,0.415,0.41,0.404,0.398,0.393,0.387,0.382,0.377,0.372,0.367,0.362,0.36,0.359,0.357,0.356,0.355,0.353,0.352,0.35,0.349,0.348,0.346,0.345,0.344,0.342,0.341,0.339,0.338,0.337,0.335,0.334,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
AYCLIFFE INDUSTRIAL,13.945,13.751,13.559,13.397,13.358,13.268,13.177,13.12,13.34,13.391,13.527,13.572,13.809,13.976,14.359,14.633,14.829,15.091,15.277,15.498,15.769,15.935,16.107,16.22,16.322,16.443,16.793,17.038,17.152,17.212,17.496,17.561,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BARDEN FRIAR,0.886,0.884,0.882,0.884,0.916,0.957,0.982,1.011,1.006,1.036,1.039,1.065,1.09,1.131,1.173,1.213,1.26,1.296,1.338,1.37,1.406,1.442,1.47,1.499,1.527,1.548,1.569,1.587,1.612,1.634,1.648,1.659,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BEDALE,17.013,17.198,17.058,16.968,17.004,17.029,17.04,17.089,17.213,17.328,17.45,17.56,17.861,18.153,18.575,18.936,19.265,19.614,19.934,20.258,20.615,20.919,21.212,21.467,21.724,21.973,22.349,22.67,22.925,23.135,23.453,23.646,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BELMONT,21.648,22.553,22.266,22.095,22.114,22.119,22.155,22.267,22.959,23.336,23.962,24.427,25.308,26.14,27.417,28.542,29.507,30.537,31.413,32.275,33.203,33.842,34.401,34.684,34.944,35.2,35.839,36.288,36.477,36.566,37.034,37.093,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BENSHAM,18.23,19.029,18.794,18.628,18.576,18.505,18.455,18.46,18.778,18.945,19.247,19.488,19.976,20.497,21.269,21.981,22.592,23.256,23.824,24.377,24.954,25.339,25.663,25.785,25.892,25.997,26.308,26.517,26.565,26.564,26.781,26.769,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BENTON SQUARE,17.362,17.462,17.282,17.217,17.336,17.419,17.533,17.733,18.417,18.852,19.476,19.98,20.785,21.58,22.743,23.791,24.701,25.685,26.542,27.399,28.304,28.973,29.578,29.956,30.32,30.681,31.371,31.912,32.222,32.443,32.989,33.199,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BENWELL,16.944,16.733,16.529,16.435,16.605,16.774,16.968,17.214,18.131,18.666,19.427,19.992,20.884,21.714,23.049,24.178,25.117,26.182,27.062,27.969,28.966,29.658,30.305,30.696,31.064,31.449,32.31,32.941,33.272,33.483,34.16,34.346,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BILLINGHAM MARSH HOUSE,14.482,14.332,14.199,14.203,14.46,14.681,14.947,15.302,16.229,16.876,17.746,18.482,19.63,20.738,22.332,23.761,25.013,26.319,27.474,28.577,29.734,30.552,31.235,31.572,31.88,32.165,32.862,33.355,33.564,33.678,34.2,34.274,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BILLY MILL,16.854,16.659,16.481,16.402,16.495,16.565,16.663,16.837,17.662,18.099,18.806,19.314,20.19,20.99,22.229,23.318,24.238,25.251,26.114,26.975,27.906,28.562,29.149,29.488,29.805,30.126,30.845,31.37,31.641,31.814,32.377,32.536,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BIRTLEY GROVE 66/11KV,13.866,13.684,13.502,13.394,13.439,13.45,13.48,13.568,14.092,14.37,14.823,15.147,15.734,16.279,17.151,17.904,18.531,19.227,19.807,20.393,21.032,21.463,21.852,22.057,22.244,22.439,22.936,23.286,23.439,23.516,23.895,23.964,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BIRTLEY GROVE 66/20KV,10.071,9.931,9.785,9.664,9.606,9.537,9.47,9.424,9.576,9.606,9.708,9.741,9.892,10.013,10.272,10.472,10.616,10.809,10.95,11.118,11.318,11.448,11.588,11.684,11.776,11.881,12.126,12.306,12.401,12.456,12.649,12.709,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BLAYDON BURN,17.15,16.903,16.667,16.468,16.333,16.205,16.106,16.057,16.295,16.471,16.787,17.082,17.653,18.239,18.958,19.646,20.269,20.896,21.452,21.944,22.447,22.791,23.063,23.153,23.231,23.295,23.501,23.632,23.644,23.621,23.745,23.699,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BLUCHER 33/11KV,14.662,15.49,15.315,15.251,15.44,15.619,15.817,16.059,16.968,17.487,18.233,18.778,19.625,20.409,21.685,22.763,23.647,24.653,25.481,26.33,27.266,27.898,28.481,28.811,29.113,29.436,30.223,30.781,31.051,31.213,31.835,31.978,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BOLDON DOWNHILL,10.519,12.515,12.375,12.325,12.434,12.515,12.619,12.782,13.434,13.802,14.388,14.813,15.547,16.205,17.247,18.154,18.912,19.741,20.437,21.13,21.885,22.387,22.835,23.05,23.243,23.448,23.995,24.371,24.518,24.586,25.002,25.063,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BOROUGHBRIDGE/ROECLIFFE INDUSTRIAL,9.292,11.091,11.036,11.013,11.04,11.054,11.073,11.122,11.253,11.356,11.497,11.623,11.889,12.152,12.501,12.825,13.126,13.429,13.71,13.982,14.267,14.503,14.717,14.878,15.04,15.191,15.415,15.609,15.754,15.876,16.063,16.176,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BOWESFIELD 33/11KV,12.953,12.845,12.754,12.728,12.826,12.929,13.057,13.224,13.818,14.165,14.682,15.074,15.719,16.354,17.296,18.14,18.869,19.649,20.311,20.982,21.701,22.225,22.708,23.009,23.299,23.592,24.158,24.593,24.843,25.018,25.461,25.616,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BOWESFIELD 66/11KV,13.869,13.744,13.638,13.564,13.58,13.558,13.542,13.561,13.656,13.732,13.81,13.882,14.085,14.291,14.59,14.845,15.074,15.326,15.551,15.786,16.037,16.242,16.438,16.601,16.762,16.919,17.175,17.396,17.555,17.686,17.91,18.043,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BRANCEPETH,15.368,15.647,15.392,15.359,15.749,16.085,16.455,16.958,18.202,19.086,20.329,21.31,22.885,24.331,26.541,28.47,30.121,31.87,33.366,34.818,36.408,37.493,38.446,38.923,39.355,39.798,40.908,41.677,42,42.155,42.986,43.093,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BREAMISH STREET,10.348,11.131,11.018,10.949,10.961,10.965,10.976,11.015,11.181,11.299,11.46,11.61,11.876,12.168,12.588,12.97,13.314,13.686,14.01,14.329,14.661,14.904,15.115,15.233,15.347,15.453,15.664,15.827,15.911,15.966,16.126,16.169,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
BRENDA TRADING,21.213,23.887,23.592,23.442,23.59,23.726,23.895,24.144,25.206,25.809,26.706,27.375,28.487,29.509,31.131,32.514,33.679,34.959,36.032,37.117,38.302,39.123,39.871,40.302,40.703,41.113,42.073,42.765,43.103,43.301,44.035,44.199,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
CAMPLESHON ROAD,16.248,16.066,15.872,15.792,15.941,16.078,16.235,16.457,17.171,17.645,18.322,18.858,19.643,20.474,21.738,22.874,23.824,24.879,25.752,26.651,27.614,28.276,28.895,29.23,29.545,29.884,30.607,31.142,31.393,31.54,32.092,32.23,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
CARLEY HILL,16.734,16.517,16.303,16.218,16.348,16.454,16.59,16.808,17.968,18.533,19.497,20.137,21.055,21.995,23.549,24.936,26.033,27.312,28.324,29.407,30.595,31.368,32.119,32.511,32.87,33.29,34.281,34.988,35.301,35.472,36.246,36.44,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
CARLIN HOW T3 T4,14.031,13.968,13.774,13.731,13.961,14.213,14.482,14.837,15.71,16.331,17.209,17.902,19.024,20.052,21.59,22.949,24.128,25.378,26.459,27.531,28.695,29.543,30.323,30.802,31.261,31.729,32.635,33.324,33.718,33.985,34.687,34.926,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
CARR HILL,17.323,17.084,16.841,16.758,16.957,17.117,17.319,17.62,18.717,19.371,20.329,21.061,22.187,23.253,24.904,26.353,27.569,28.912,30.041,31.174,32.395,33.222,33.963,34.341,34.686,35.046,35.942,36.575,36.846,36.99,37.68,37.815,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
CATTERICK CAMP,16.593,16.521,16.356,16.304,16.461,16.592,16.742,16.974,17.43,17.834,18.336,18.798,19.561,20.316,21.358,22.297,23.158,24.035,24.825,25.597,26.413,27.057,27.64,28.046,28.448,28.829,29.46,29.982,30.332,30.606,31.112,31.356,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
CLOSE,22.478,23.068,22.862,22.682,22.545,22.439,22.344,22.29,22.307,22.305,22.333,22.371,22.651,22.94,23.331,23.68,24.024,24.406,24.776,25.171,25.58,26.002,26.439,26.881,27.345,27.778,28.285,28.788,29.228,29.595,29.988,30.312,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
CONEYTHORPE,13.736,15.848,15.752,15.733,15.848,15.956,16.067,16.237,16.682,17.006,17.474,17.865,18.565,19.235,20.179,21.046,21.82,22.609,23.31,23.985,24.701,25.227,25.686,25.951,26.202,26.445,26.91,27.262,27.459,27.598,27.96,28.083,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
CONSETT,24.153,24.685,24.354,24.212,24.395,24.584,24.812,25.146,26.207,26.912,27.954,28.791,30.119,31.453,33.438,35.236,36.774,38.417,39.814,41.204,42.679,43.691,44.595,45.034,45.439,45.863,46.827,47.518,47.806,47.957,48.679,48.808,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
CORPORATION STREET,11.71,11.589,11.461,11.356,11.292,11.233,11.179,11.147,11.198,11.22,11.275,11.326,11.496,11.679,11.932,12.165,12.379,12.611,12.816,13.023,13.238,13.415,13.58,13.704,13.829,13.947,14.123,14.277,14.386,14.472,14.609,14.684,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
COWTON,1.27,1.261,1.25,1.245,1.257,1.273,1.284,1.3,1.321,1.345,1.368,1.392,1.432,1.474,1.532,1.583,1.629,1.676,1.72,1.762,1.808,1.844,1.877,1.902,1.926,1.949,1.987,2.018,2.04,2.057,2.087,2.101,NPgN,Primary,NPg regionalised NG FES - Consumer Transformation,Total peak demand with price driven TouT customer flexibility (MW)
