Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,1.8,1.815,1.941,2.118,2.321,2.597,3.199,3.803,4.411,5.016,5.619,6.219,6.861,7.501,8.149,8.8,9.452,10.136,10.837,11.527,12.221,12.933,13.647,14.365,15.085,15.809,16.536,17.267,18,18.737,19.477,19.691,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
AMBERTON ROAD,1.69,1.702,1.811,1.962,2.167,2.438,2.986,3.533,4.083,4.639,5.2,5.766,6.384,7.007,7.63,8.257,8.887,9.506,10.121,10.745,11.372,12.028,12.687,13.349,14.014,14.682,15.352,16.025,16.701,17.38,18.062,18.3,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
ANNFIELD 66/20KV,12.479,12.492,12.623,12.805,13.034,13.34,13.978,14.62,15.266,15.915,16.569,17.227,17.94,18.656,19.378,20.104,20.831,21.569,22.313,23.057,23.804,24.58,25.358,26.139,26.925,27.713,28.505,29.301,30.1,30.902,31.708,31.976,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
ASHINGTON,5.792,5.811,6.008,6.282,6.612,7.056,7.995,8.946,9.905,10.872,11.849,12.839,13.913,14.992,16.087,17.186,18.289,19.422,20.572,21.715,22.864,24.05,25.24,26.436,27.637,28.844,30.056,31.275,32.498,33.728,34.963,35.392,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
AYCLIFFE FORREST,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
AYCLIFFE INDUSTRIAL,0.912,0.917,0.971,1.047,1.14,1.264,1.528,1.792,2.057,2.324,2.591,2.861,3.152,3.444,3.738,4.034,4.331,4.635,4.942,5.248,5.555,5.873,6.192,6.513,6.835,7.159,7.484,7.81,8.138,8.467,8.798,8.906,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BARDEN FRIAR,0.059,0.06,0.066,0.074,0.089,0.107,0.139,0.171,0.204,0.238,0.273,0.31,0.352,0.395,0.437,0.479,0.522,0.561,0.597,0.636,0.675,0.717,0.759,0.802,0.844,0.887,0.93,0.973,1.016,1.06,1.103,1.124,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BEDALE,2.717,2.726,2.818,2.944,3.122,3.354,3.817,4.279,4.744,5.218,5.7,6.193,6.734,7.283,7.831,8.383,8.939,9.477,10.008,10.55,11.096,11.668,12.244,12.822,13.403,13.986,14.571,15.159,15.75,16.343,16.938,17.167,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BELMONT,1.356,1.366,1.46,1.591,1.764,1.993,2.461,2.931,3.403,3.879,4.361,4.848,5.378,5.913,6.45,6.99,7.532,8.07,8.608,9.152,9.697,10.266,10.838,11.412,11.989,12.568,13.15,13.734,14.32,14.909,15.501,15.708,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BENSHAM,0.374,0.381,0.451,0.55,0.671,0.834,1.168,1.513,1.86,2.207,2.555,2.903,3.279,3.655,4.034,4.415,4.797,5.188,5.583,5.977,6.373,6.783,7.194,7.607,8.021,8.438,8.856,9.276,9.698,10.122,10.547,10.68,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BENTON SQUARE,1.654,1.663,1.76,1.896,2.055,2.271,2.74,3.207,3.678,4.147,4.614,5.081,5.583,6.083,6.589,7.097,7.606,8.135,8.676,9.209,9.746,10.299,10.853,11.409,11.968,12.53,13.094,13.661,14.23,14.801,15.375,15.546,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
BENWELL,0.995,1.004,1.096,1.224,1.378,1.586,2.025,2.471,2.919,3.367,3.814,4.261,4.743,5.224,5.71,6.197,6.686,7.19,7.702,8.211,8.721,9.249,9.778,10.309,10.843,11.379,11.917,12.458,13.001,13.546,14.094,14.261,NPgN,Primary,NPg Planning Scenario,Total installed renewable generation capacity (MW)
