Primary,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
ACKLAM,77.4,77.2,77.9,78.7,80.0,81.4,83.0,84.7,86.7,88.7,90.5,92.2,93.8,96.7,99.3,102.1,105.0,108.0,111.3,114.6,118.2,122.1,126.7,131.8,137.4,143.5,150.0,156.8,163.6,NPgN,Primary,NG FES - System Transformation (EE CF),Peak utilisation (percent - whole number)
AMBERTON ROAD,58.8,58.9,70.7,72.6,77.0,78.4,79.9,81.5,83.4,85.2,86.8,88.4,89.9,92.0,95.4,98.9,102.2,105.5,108.8,112.0,115.2,118.5,122.1,125.8,129.8,134.1,138.5,143.0,147.6,NPgN,Primary,NG FES - System Transformation (EE CF),Peak utilisation (percent - whole number)
ANNFIELD 66/20KV,71.2,71.4,72.3,73.3,74.7,76.1,77.7,79.5,81.4,83.3,85.1,86.8,88.5,91.2,94.3,96.9,99.6,102.3,105.0,107.7,110.6,113.7,117.0,120.7,124.8,129.1,133.6,138.4,143.2,NPgN,Primary,NG FES - System Transformation (EE CF),Peak utilisation (percent - whole number)
ASHINGTON,74.7,74.6,75.1,75.9,77.2,78.5,80.0,81.6,83.3,85.0,86.6,88.1,89.5,92.1,95.5,98.4,101.3,104.2,107.2,110.2,113.4,116.9,120.8,125.2,130.0,135.2,140.7,146.6,152.4,NPgN,Primary,NG FES - System Transformation (EE CF),Peak utilisation (percent - whole number)
AYCLIFFE FORREST,0.5,0.5,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,13.7,NPgN,Primary,NG FES - System Transformation (EE CF),Peak utilisation (percent - whole number)
AYCLIFFE INDUSTRIAL,94.1,93.9,94.1,94.3,94.8,95.3,95.9,96.6,97.4,98.4,99.3,100.2,101.1,102.7,104.7,106.5,108.4,110.3,112.2,114.1,116.1,118.2,120.5,122.9,125.6,128.4,131.3,134.3,137.4,NPgN,Primary,NG FES - System Transformation (EE CF),Peak utilisation (percent - whole number)
BARDEN FRIAR,170.3,172.9,178.1,184.3,191.5,198.3,205.6,213.2,221.2,229.2,237.1,244.7,252.0,261.3,273.1,282.9,291.7,300.1,308.1,315.6,323.0,330.4,338.1,346.2,354.6,363.3,372.2,381.3,390.4,NPgN,Primary,NG FES - System Transformation (EE CF),Peak utilisation (percent - whole number)
BEDALE,79.5,79.9,81.9,82.7,83.7,84.8,86.0,87.3,88.9,90.5,92.1,93.8,95.5,97.6,100.2,102.9,105.5,108.2,110.8,113.4,116.0,118.6,121.3,124.1,127.0,130.1,133.3,136.6,139.8,NPgN,Primary,NG FES - System Transformation (EE CF),Peak utilisation (percent - whole number)
BELMONT,70.3,70.3,74.2,74.5,74.9,75.3,75.9,76.5,77.2,78.0,78.8,79.6,80.4,81.6,83.1,84.6,86.2,87.8,89.5,91.2,92.9,94.8,96.7,98.9,101.2,103.7,106.3,109.0,111.7,NPgN,Primary,NG FES - System Transformation (EE CF),Peak utilisation (percent - whole number)
BENSHAM,59.6,59.6,60.2,61.1,62.3,63.4,64.6,66.0,67.5,69.1,70.6,72.0,73.3,75.3,77.4,79.2,80.9,82.6,84.3,85.9,87.6,89.3,91.2,93.4,95.6,98.1,100.6,103.4,106.1,NPgN,Primary,NG FES - System Transformation (EE CF),Peak utilisation (percent - whole number)
